"Activity_Name" "Subject_No" "TimeBodyAccelerometer.mean...X" "TimeBodyAccelerometer.mean...Y" "TimeBodyAccelerometer.mean...Z" "TimeBodyAccelerometer.std...X" "TimeBodyAccelerometer.std...Y" "TimeBodyAccelerometer.std...Z" "TimeGravityAccelerometer.mean...X" "TimeGravityAccelerometer.mean...Y" "TimeGravityAccelerometer.mean...Z" "TimeGravityAccelerometer.std...X" "TimeGravityAccelerometer.std...Y" "TimeGravityAccelerometer.std...Z" "TimeBodyAccelerometerJerk.mean...X" "TimeBodyAccelerometerJerk.mean...Y" "TimeBodyAccelerometerJerk.mean...Z" "TimeBodyAccelerometerJerk.std...X" "TimeBodyAccelerometerJerk.std...Y" "TimeBodyAccelerometerJerk.std...Z" "TimeBodyGyroscope.mean...X" "TimeBodyGyroscope.mean...Y" "TimeBodyGyroscope.mean...Z" "TimeBodyGyroscope.std...X" "TimeBodyGyroscope.std...Y" "TimeBodyGyroscope.std...Z" "TimeBodyGyroscopeJerk.mean...X" "TimeBodyGyroscopeJerk.mean...Y" "TimeBodyGyroscopeJerk.mean...Z" "TimeBodyGyroscopeJerk.std...X" "TimeBodyGyroscopeJerk.std...Y" "TimeBodyGyroscopeJerk.std...Z" "TimeBodyAccelerometerMagnitude.mean.." "TimeBodyAccelerometerMagnitude.std.." "TimeGravityAccelerometerMagnitude.mean.." "TimeGravityAccelerometerMagnitude.std.." "TimeBodyAccelerometerJerkMagnitude.mean.." "TimeBodyAccelerometerJerkMagnitude.std.." "TimeBodyGyroscopeMagnitude.mean.." "TimeBodyGyroscopeMagnitude.std.." "TimeBodyGyroscopeJerkMagnitude.mean.." "TimeBodyGyroscopeJerkMagnitude.std.." "FrequencyBodyAccelerometer.mean...X" "FrequencyBodyAccelerometer.mean...Y" "FrequencyBodyAccelerometer.mean...Z" "FrequencyBodyAccelerometer.std...X" "FrequencyBodyAccelerometer.std...Y" "FrequencyBodyAccelerometer.std...Z" "FrequencyBodyAccelerometer.meanFreq...X" "FrequencyBodyAccelerometer.meanFreq...Y" "FrequencyBodyAccelerometer.meanFreq...Z" "FrequencyBodyAccelerometerJerk.mean...X" "FrequencyBodyAccelerometerJerk.mean...Y" "FrequencyBodyAccelerometerJerk.mean...Z" "FrequencyBodyAccelerometerJerk.std...X" "FrequencyBodyAccelerometerJerk.std...Y" "FrequencyBodyAccelerometerJerk.std...Z" "FrequencyBodyAccelerometerJerk.meanFreq...X" "FrequencyBodyAccelerometerJerk.meanFreq...Y" "FrequencyBodyAccelerometerJerk.meanFreq...Z" "FrequencyBodyGyroscope.mean...X" "FrequencyBodyGyroscope.mean...Y" "FrequencyBodyGyroscope.mean...Z" "FrequencyBodyGyroscope.std...X" "FrequencyBodyGyroscope.std...Y" "FrequencyBodyGyroscope.std...Z" "FrequencyBodyGyroscope.meanFreq...X" "FrequencyBodyGyroscope.meanFreq...Y" "FrequencyBodyGyroscope.meanFreq...Z" "FrequencyBodyAccelerometerMagnitude.mean.." "FrequencyBodyAccelerometerMagnitude.std.." "FrequencyBodyAccelerometerMagnitude.meanFreq.." "FrequencyBodyAccelerometerJerkMagnitude.mean.." "FrequencyBodyAccelerometerJerkMagnitude.std.." "FrequencyBodyAccelerometerJerkMagnitude.meanFreq.." "FrequencyBodyGyroscopeMagnitude.mean.." "FrequencyBodyGyroscopeMagnitude.std.." "FrequencyBodyGyroscopeMagnitude.meanFreq.." "FrequencyBodyGyroscopeJerkMagnitude.mean.." "FrequencyBodyGyroscopeJerkMagnitude.std.." "FrequencyBodyGyroscopeJerkMagnitude.meanFreq.." "Angle.TimeBodyAccelerometerMean.Gravity." "Angle.TimeBodyAccelerometerJerkMean..GravityMean." "Angle.TimeBodyGyroscopeMean.GravityMean." "Angle.TimeBodyGyroscopeJerkMean.GravityMean." "Angle.X.GravityMean." "Angle.Y.GravityMean." "Angle.Z.GravityMean."
"SITTING" 9 0.2720759644 -0.0310086341446 -0.10103440992 -0.78607806518 -0.70952833146 -0.74381819234 0.5605656392 0.05634909584 0.19011569196 -0.9671192292 -0.9407828304 -0.9508875248 0.07111214202 0.0261474376616 -0.0103302348654 -0.805154505482 -0.77786512542 -0.847336500638 -0.0518537119608 -0.0548322704 0.07891960706 -0.81839240794 -0.8180866927 -0.77316625976 -0.08607226006 -0.0398278658 -0.0296688974394 -0.849046465 -0.8730508052 -0.8616547954 -0.71579332546 -0.77801025886 -0.71579332546 -0.77801025886 -0.80085691682 -0.79056729206 -0.74836146021 -0.77071990525 -0.864661378932 -0.8665165368 -0.7930163133 -0.735317711522 -0.78294457934 -0.78488158036 -0.715672424922 -0.743957621154 -0.1880007440036 0.032202910784 0.070464033806 -0.81176636632 -0.7902281999 -0.8390996872 -0.8163708911 -0.77984119936 -0.8547019051 0.049047076556 -0.178996907382 -0.094269019522 -0.8048906724 -0.8264630478 -0.7868400409 -0.824716861 -0.8154581862 -0.7904206451 -0.123199396176 -0.1880174516942 -0.000698981623999999 -0.77524995698 -0.8152900582 0.119099329222 -0.78906033278 -0.793213031942 0.216025987504 -0.809039459498 -0.78725959686 -0.018385028936 -0.87160665326 -0.8699224598 0.059713409006 0.010076857442 0.006389739852 0.003351597324 -0.172650117584 -0.3959808986 0.03758656536 -0.14168469222
"STANDING" 9 0.280622130666667 -0.0162444219533333 -0.108611780933333 -0.251605686555556 -0.262465085253556 -0.314503334275556 0.860917461777778 -0.0884172680888889 -0.0296686021777778 -0.961129500888889 -0.955951882666667 -0.930543703777778 0.0606693619444444 0.0453246595311111 -0.0204891735777778 -0.296936672935556 -0.336230929979556 -0.547514468444444 -0.0855061617822222 -0.0415300046037778 0.0841290044222222 -0.505417888866667 -0.427227035222222 -0.346299193697778 -0.0568224733075556 -0.0529713567666667 -0.0388438659622222 -0.507508298222222 -0.641925115111111 -0.532539383777778 -0.199483666871111 -0.308316592888889 -0.199483666871111 -0.308316592888889 -0.340577766066667 -0.324793673853333 -0.301393348364444 -0.432163902333333 -0.580208098666667 -0.638544184 -0.266122330755556 -0.255417105875556 -0.371847282711111 -0.248060972377778 -0.316090257071111 -0.339901694471111 -0.335450767735556 0.0242865386866667 0.0532146932 -0.328173093488889 -0.366396984088889 -0.499368724933333 -0.331546220755556 -0.350709568902222 -0.595037512 -0.231379748911111 -0.303336349711111 -0.144243579231111 -0.394890827282222 -0.485129794888889 -0.358342080711111 -0.543634088577778 -0.402064321397778 -0.404528832844444 -0.0488439185333333 -0.203649128511111 -0.10742630534 -0.2791214546 -0.434859103786667 0.0668291058511111 -0.302704418022222 -0.360005200822222 0.06020513312 -0.497009260444444 -0.487824779288889 -0.0286819438471111 -0.643442871555556 -0.658158156 0.0908649694444444 0.000895678337777774 -0.0102888605333333 0.153402271894 -0.0907018146933333 -0.730246396 0.144106493017778 0.0324653265333333
"WALKING" 9 0.256828706153846 -0.0147889501923077 -0.120109742903846 -0.616473306615385 -0.477281602153846 -0.615722136038461 0.742129442307692 -0.0216848770490385 0.0469123513596154 -0.926348130961538 -0.941745233846154 -0.911163208653846 0.0986215682596154 0.0139160285132692 -0.0103127452125 -0.609182991557692 -0.581069816238462 -0.759890060711538 -0.0148693069557692 -0.0644107415192308 0.0215575695769231 -0.727030074615385 -0.677456986384615 -0.674832252730769 -0.0950801796903846 -0.0344752715769231 -0.0336802362384615 -0.654893481653846 -0.722315318153846 -0.680845753628846 -0.543205153153846 -0.561068213942308 -0.543205153153846 -0.561068213942308 -0.633848678384615 -0.572672757288462 -0.602642344384615 -0.675830065115385 -0.707560829903846 -0.697889355480769 -0.600224711846154 -0.511051430115385 -0.663862249288461 -0.624697296159615 -0.493612295634615 -0.622590059432692 -0.181002669409615 -0.00880175118269231 0.0419401559307692 -0.628183664115385 -0.613592694028846 -0.743013544230769 -0.624666877325 -0.574170589605769 -0.775444143134615 -0.0396900003807692 -0.260482626976923 -0.136411522167115 -0.641170630365385 -0.681427483326923 -0.642797646442308 -0.756727200192308 -0.678563524423077 -0.720747299461538 -0.0471448235930769 -0.0666560097596154 0.00632083216538462 -0.564937627384615 -0.629677838903846 0.0638402999134615 -0.570451054288462 -0.577983754694231 0.0792866155961539 -0.676974621980769 -0.735705615 0.077932942575 -0.701827894615385 -0.714364777853846 0.0992395891538461 0.000240227892307691 -0.0321932904615385 -0.0415432418076923 -0.113062954557692 -0.606953095576923 0.0802189978846154 -0.0236344694115385
"WALKING_DOWNSTAIRS" 9 0.282311723809524 -0.0186149035238095 -0.105096111238095 -0.566736112452381 -0.503947890539762 -0.684167961238095 0.567945720952381 0.0199564545238095 0.142038797714286 -0.970364775714286 -0.966869267380952 -0.95750670047619 0.0828653863095238 -0.0358623829145238 -0.024931111247381 -0.616884493404762 -0.610018886880952 -0.782045473142857 0.0338452507095238 -0.113443336071429 0.07065844115 -0.702877241547619 -0.740581063571429 -0.666772671914286 -0.0965506656904762 -0.0330330648214286 -0.056096371952381 -0.705558981166667 -0.828669308809524 -0.744703479904762 -0.535681536261905 -0.589191259578571 -0.535681536261905 -0.589191259578571 -0.642067205190476 -0.629910129619048 -0.623083132619048 -0.677731441214286 -0.780349988095238 -0.805278810714286 -0.607923531080952 -0.546491442233333 -0.707769362095238 -0.552797935388095 -0.51381341697619 -0.697233063809524 -0.240976994735714 -0.000274452050000001 0.0682685830071428 -0.650337987044286 -0.639106359119048 -0.763431737595238 -0.617245143380952 -0.604814295142857 -0.799449454404762 -0.0579264956190476 -0.206852382647619 -0.0783328673857143 -0.651776551738095 -0.751820303809524 -0.661301132047619 -0.720679677404762 -0.736552482619048 -0.700795438690476 -0.10046435161881 -0.216771012816667 -0.0582517398809524 -0.585008014969048 -0.656250757238095 0.0491152921142857 -0.633739589928571 -0.629982178333333 0.182835924092857 -0.721833622833333 -0.704791191428571 -0.0871229259357143 -0.803553565 -0.821981296666667 0.100038111571429 -0.00224552096190476 -0.0012320170952381 -0.120593439514286 0.0479310260238095 -0.378943668928571 0.0544170686619048 -0.0893274421428571
"WALKING_UPSTAIRS" 9 0.268684216734694 -0.0211890949714286 -0.100471890428571 -0.699420985918367 -0.522400213314286 -0.513951409317143 0.622779758571429 -0.032032935122449 0.0604284607346939 -0.941655808163265 -0.947725109183673 -0.927392464591837 0.0818035083285714 -0.00737373545714286 -0.0347508496222449 -0.746736009428571 -0.695512908142857 -0.778993894285714 0.0119036279122449 -0.115918458859184 0.0298782192571429 -0.790283127142857 -0.572067635632653 -0.573770482653061 -0.099725859622449 -0.0421061589693878 -0.0312810256306122 -0.822553001020408 -0.803789819795918 -0.784013455510204 -0.578253780714286 -0.646304520183673 -0.578253780714286 -0.646304520183673 -0.718060048428571 -0.739735557346939 -0.564992730612245 -0.616922213061225 -0.795602148979592 -0.831845628571429 -0.719623097673469 -0.597460365877551 -0.639425489244898 -0.692446977979592 -0.517328572420408 -0.490400590387755 -0.237218073673469 -0.0911552474081633 0.00194696942857143 -0.759160300816327 -0.706713385816326 -0.761566107346939 -0.75631464244898 -0.704499666967347 -0.794821744285714 -0.0902307163897959 -0.261841409828571 -0.148759197897959 -0.758671228367347 -0.670560136204082 -0.637569106734694 -0.80129093 -0.52548049227551 -0.595163081428571 -0.115208207489796 -0.236188439416327 -0.115650513795918 -0.668313971659184 -0.690544339326531 0.0457990570734694 -0.729574900122449 -0.755944602244898 0.239348352620408 -0.688485070816326 -0.636625622326531 -0.0693166222653061 -0.829395009387755 -0.847607458163265 0.109622643808163 -0.00147369564632653 -0.0110589931632653 -0.0170309321693878 0.0208389467346939 -0.42851314244898 0.0965764324326531 -0.046118633755102
"LAYING" 10 0.272394079137931 -0.0201096118448276 -0.106277963310345 -0.330166001725862 -0.180096649215517 -0.492394674603448 0.934453698103448 -0.239813508465517 -0.0282516259948276 -0.968137883448276 -0.953960441724138 -0.94678914362069 0.110102794596552 -0.0269276909068966 0.00298655728103448 -0.371694905068966 -0.295939699051724 -0.700537748517241 -0.0915985796034483 -0.0495091588948276 0.0849873823551724 -0.523072429689655 -0.52125491 -0.520804091724138 -0.0758356086344828 -0.0360438266155172 -0.0555478608634483 -0.54802876337931 -0.709670298862069 -0.58170767762069 -0.275470863289241 -0.3282581335 -0.275470863289241 -0.3282581335 -0.410192354574138 -0.360538153224138 -0.382660332724138 -0.509377765487931 -0.635303965862069 -0.678593419310345 -0.358069360086207 -0.205089774822414 -0.577441579172414 -0.320487997586207 -0.219938376868966 -0.490330708965517 -0.337216583344828 -0.0352869710189655 -0.0842681433482759 -0.411190566498276 -0.333869059448276 -0.67229501517931 -0.386994037362069 -0.303552526844828 -0.727565532241379 -0.250058037202414 -0.334305510931034 -0.196088536293103 -0.434575593431034 -0.581475714851724 -0.473200718189655 -0.554429926586207 -0.494358061772414 -0.582685299310345 -0.195798929034483 -0.215154423349483 -0.0510829412413793 -0.312854586812069 -0.443789217932759 0.0480464435327586 -0.354940329086207 -0.373680403918966 0.105233745827586 -0.561929620103448 -0.561173714568965 -0.00972531465 -0.676964573965517 -0.704636039637931 0.174449454629828 0.090208320292931 -0.11490023762069 0.133548027913793 -0.0670998092758621 -0.747883578793103 0.248119094413793 0.0413550563091379
"SITTING" 10 0.262359499259259 -0.023343502415 -0.0649523904444444 -0.589988698148148 -0.440839053777778 -0.496468691148148 0.748616671481481 0.0196496593148148 0.148181170740741 -0.957769753148148 -0.954142338333333 -0.864117078888889 0.0833707346111111 -0.0226486895537037 -0.0253480603488889 -0.647541008444444 -0.576208767 -0.688025498814815 -0.0535113279666667 -0.0606626660925926 0.0851934791481481 -0.635956585925926 -0.668123837777778 -0.647997422666667 -0.113727466592593 -0.0344703741574074 -0.0495258154611111 -0.665411938333333 -0.773762944074074 -0.735117631111111 -0.463313198307407 -0.548149158082963 -0.463313198307407 -0.548149158082963 -0.6197513631 -0.604773229407407 -0.556441394814815 -0.619590790555556 -0.732859708555556 -0.753056435925926 -0.612436709383333 -0.477534664592593 -0.570379477962963 -0.583237892592593 -0.4591285795 -0.500902863498148 -0.339241355933333 -0.0864027659851852 0.0237540553518519 -0.667498553333333 -0.600141167962963 -0.67810540082963 -0.658418757574074 -0.578875571481481 -0.696597840074074 -0.199114669240741 -0.319438501240741 -0.257037339438889 -0.593191566111111 -0.708244568518518 -0.632603983888889 -0.652069712777778 -0.650508702777778 -0.686302053888889 -0.15101114052037 -0.209399334092593 -0.0972177771037037 -0.567632453925926 -0.611826252583333 -0.0112095923666667 -0.606236140814815 -0.606626757777778 0.105468162396296 -0.664298617037037 -0.657601315351852 -0.0676370711929815 -0.764236528518519 -0.757085772407407 0.0719904891111111 0.0221313845074074 0.00940426177222223 0.122950270981481 0.0576716608074074 -0.595733296296296 0.0533930288518518 -0.0925029892222222
"STANDING" 10 0.2723527625 -0.0147754507613636 -0.112806360863636 -0.891143177727273 -0.839581913636364 -0.901858684090909 0.687186543863636 0.118098233446409 0.35315525525 -0.975972875 -0.9726763875 -0.967342378636364 0.0971460140681818 0.0140746565649318 0.00680478747022727 -0.902741971590909 -0.891184328409091 -0.959871968181818 -0.0270512919318182 -0.0959171512454546 0.101761095779545 -0.910650524090909 -0.927914522045455 -0.888155655227273 -0.101652647795455 -0.044081832925 -0.0487605532681818 -0.933673860909091 -0.970339160681818 -0.938139435681818 -0.871985416818182 -0.873021469090909 -0.871985416818182 -0.873021469090909 -0.911025173181818 -0.909098982727273 -0.873805965909091 -0.89532057 -0.953914354772727 -0.960262108181818 -0.896796729772727 -0.85558242675 -0.9262474025 -0.889172930681818 -0.841172746113636 -0.896662008636364 -0.106159184434091 0.0292937988590909 0.072720130775 -0.909218545909091 -0.894043502272727 -0.954351273636364 -0.904847588863636 -0.895731470909091 -0.964071340681818 0.108572986115136 -0.160489670020455 -0.0234203675545455 -0.898476798181818 -0.942673112954545 -0.895592956136364 -0.914999420681818 -0.920775641136364 -0.896289557727273 -0.0387724921090909 -0.322112635372727 -0.088896728125 -0.87991196 -0.889398844318182 0.120157367700455 -0.907034462727273 -0.911822557272727 0.314324124090909 -0.918628284545455 -0.898661861818182 -0.132962670722727 -0.958698833181818 -0.965171011363636 0.174132475077273 0.018109174925 -0.04209025794 -0.108632619318182 0.0126260084704545 -0.483028679772727 -0.00608584140909091 -0.245554696931818
"WALKING" 10 0.275254153962264 -0.0221479432356604 -0.100250062943396 -0.521364847301887 -0.338908840603774 -0.540987710075472 0.801926850377358 -0.0276183260943396 0.0454030215981132 -0.953468600471698 -0.952779977924528 -0.923876377358491 0.0429868453113208 0.000507507850943396 -0.00537871778490566 -0.550726090566038 -0.445984006350943 -0.72957473245283 -0.00134586235849057 -0.0852706152566038 0.07258741132 -0.618181516433962 -0.617305871622641 -0.551444527018868 -0.0858008282528302 -0.0499665286471698 -0.0753080457698113 -0.605048278603774 -0.714677360943396 -0.603678477232075 -0.43967538520566 -0.49488821309434 -0.43967538520566 -0.49488821309434 -0.551098050886792 -0.528749760015094 -0.506216097141509 -0.582010879037736 -0.666734233773585 -0.693504412830189 -0.521979090358491 -0.379088360886792 -0.606361552075472 -0.522136726396226 -0.361129910937736 -0.545156345903774 -0.248554199156604 0.0139790566037736 -0.0132764006415094 -0.566819057924528 -0.492453960641509 -0.71480479509434 -0.574960453773585 -0.432926801014717 -0.743040514150943 -0.1165954723 -0.276778112579245 -0.231273703896604 -0.558591598430189 -0.638666220358491 -0.52482122245283 -0.640125587754717 -0.610480140716981 -0.604760358679245 -0.0898422668622642 -0.0990695792962264 -0.0137987432433962 -0.493033230075472 -0.577537895933962 0.0685765846150943 -0.517170423150943 -0.549122684075472 0.124560730735849 -0.619721577641509 -0.632495088471698 0.00469788162264151 -0.701942669886792 -0.706570897358491 0.132292240566038 0.00171364769622642 0.0459275657924528 -0.145982457433962 -0.0836883853528302 -0.642229502075472 0.0928142706037736 -0.0156731395100566
"WALKING_DOWNSTAIRS" 10 0.271418326263158 -0.0155025536842105 -0.107796526763158 -0.624804798763158 -0.557807971421053 -0.683763667578947 0.551949579473684 0.0615854230526316 0.195032505723684 -0.942824311052632 -0.942177471842105 -0.925661250263158 0.0881057208421053 0.0361098262926316 -0.0116216534752632 -0.689308873578947 -0.681743445781579 -0.823733100263158 -0.03541383105 -0.0689234214736842 0.0894931666052632 -0.735342936052632 -0.780058103947368 -0.687903278052632 -0.0997672010289474 -0.0394335564236842 -0.00760875504736842 -0.782869117631579 -0.867341785263158 -0.804299620789474 -0.573498873394737 -0.636283946421053 -0.573498873394737 -0.636283946421053 -0.710054493518421 -0.700469362052632 -0.655495862763158 -0.694783933736842 -0.832655849736842 -0.848204776315789 -0.653906309471053 -0.597196938576316 -0.734293890263158 -0.615009335018421 -0.567508471842105 -0.683286324876316 -0.239818319263158 -0.0671611635368421 -0.00642873839473684 -0.712306854789474 -0.694016746063158 -0.808707470789474 -0.694013885842105 -0.69137135531579 -0.837826557368421 -0.0529575323368421 -0.200300849973684 -0.152976321894737 -0.706796712657895 -0.795430589210526 -0.695237585210526 -0.746614871052632 -0.774468834736842 -0.715396538026316 -0.182672892673684 -0.245331724868421 -0.111400307236842 -0.650856971289474 -0.6875615465 -0.074783322281579 -0.69762280368421 -0.707874973947368 0.0842855858421053 -0.756057802894737 -0.711629330105263 -0.172385196921053 -0.849531292631579 -0.858216981052632 0.0680849206578947 -0.0337095003526316 0.0284179315105263 0.0834707639473684 -0.00423243373684211 -0.372961197105263 0.0252740292631579 -0.135949613581579
"WALKING_UPSTAIRS" 10 0.262727882765957 -0.0101012477508511 -0.110279075212766 -0.88380076 -0.872613025319149 -0.864593943617021 0.128726345702128 0.471962453510638 0.491038916 -0.916329758510638 -0.960101431914894 -0.908765199148936 0.0776092271276596 0.00531915943404255 -0.0210741432668085 -0.915910588085106 -0.919528430276596 -0.944257493404255 -0.0162590313165957 -0.0985862654893617 0.116234372085106 -0.920434240425532 -0.907299602340426 -0.919060036170213 -0.101159086744681 -0.050402692199766 -0.0611651964489362 -0.936497322978723 -0.944124013191489 -0.952101768085106 -0.862895090425532 -0.828815858297872 -0.862895090425532 -0.828815858297872 -0.926040024425532 -0.907853042765957 -0.883562853553192 -0.878075945957447 -0.949494892340426 -0.936455126808511 -0.895391963404255 -0.885600570212766 -0.896246918297872 -0.879869303808511 -0.874092261531915 -0.859906590851064 -0.247794750489362 0.0263082865978723 0.0522811953659574 -0.918023835106383 -0.921069127617021 -0.939412415744681 -0.921268485319149 -0.923564097404255 -0.947743817021277 0.0144553943106383 -0.126456387851064 -0.0695598781276596 -0.911020856170213 -0.912394360851064 -0.916058058085106 -0.924071223617021 -0.905383127234043 -0.92752673893617 -0.119987585904255 -0.177908274885106 0.0127452922382979 -0.855327588085106 -0.843349923617021 0.0399249021212766 -0.906553119361702 -0.909314142978723 0.210708370561702 -0.902541107234043 -0.884410964255319 -0.132104303680851 -0.940770489148936 -0.93553755212766 0.128882720638298 -0.0102601393404255 0.0572600960412766 0.0588955063617021 0.00813247883085106 0.0381645693404255 -0.306479310893617 -0.379019016931064
"LAYING" 11 0.28104137245614 -0.0204228329229825 -0.105542141140351 -0.687567017663158 -0.607387047992982 -0.752258296052632 0.402912507 0.256345661473684 0.235625561526316 -0.959232407894737 -0.969404415087719 -0.953856358070175 0.0625154452684211 0.0108765926421053 -0.00726311493526316 -0.689772079105263 -0.629600134876842 -0.816669897368421 -0.0191595573892632 -0.0898283012631579 0.104780724473684 -0.781184605977193 -0.759443835754386 -0.763268242403509 -0.093043690945614 -0.0477145206368421 -0.0560054028947368 -0.765303118245614 -0.785337212175439 -0.777883068070175 -0.663150266280702 -0.653268494503509 -0.663150266280702 -0.653268494503509 -0.70714252354386 -0.648498400380702 -0.700267801789474 -0.733076230655088 -0.787605060701754 -0.755961666701754 -0.687364219807018 -0.609332058403509 -0.767184432070175 -0.688369637175439 -0.632593475217544 -0.764290009245614 -0.222054559298246 0.0629563010012281 0.112564217694737 -0.695783635859649 -0.657202485350877 -0.805488717894737 -0.712405885 -0.624689266598421 -0.826546780877193 0.0791911079298246 -0.0952368541859649 -0.0334541038373684 -0.727804059210526 -0.747795758878947 -0.722980444333333 -0.799422459368421 -0.770235879842105 -0.803118042982456 -0.0944706323859649 -0.0437460264912281 0.0960926666847368 -0.643080245245614 -0.713677298831579 0.14915989634386 -0.649544137185965 -0.648827017327368 0.225728590526316 -0.738937243431579 -0.777426359824561 0.0543560052017544 -0.767182040403509 -0.759454341254386 0.0471458836368421 -0.0242382032070175 0.0638393730210526 0.0522308792589474 0.0382455950526316 -0.228695035438596 -0.152786158877193 -0.173346766938596
"SITTING" 11 0.279974010943396 -0.015534167109434 -0.110766632415094 -0.639193075283019 -0.579504336269811 -0.657414794415094 0.672389655849057 -0.0332266423018868 0.12494782255283 -0.964937412830189 -0.966500131509434 -0.951177398301887 0.0763728716037736 0.0232678653471698 0.0172299809624528 -0.688160549207547 -0.671994482018868 -0.767954110358491 -0.0215300556354717 -0.0850346256660377 0.103674075 -0.717783497169811 -0.73211032109434 -0.703397505396226 -0.101272399433962 -0.0392980145079245 -0.063082788945283 -0.730046390377359 -0.785071586415094 -0.775047416981132 -0.596316838828302 -0.629544515018868 -0.596316838828302 -0.629544515018868 -0.689375002766038 -0.677763170996226 -0.636560832926981 -0.689023194716981 -0.76551488245283 -0.774845259245283 -0.659935392792453 -0.609771857820755 -0.692679434924528 -0.632271163056604 -0.59128127165283 -0.665379321377358 -0.247295344169811 -0.0192823472056604 0.054220205490566 -0.704602380298113 -0.692254556018868 -0.752784238126415 -0.699072564471698 -0.672781088132075 -0.782191295037736 -0.0586931267698113 -0.241984345337736 -0.15230915545283 -0.66873730190566 -0.735427477113208 -0.69686522290566 -0.735569722830189 -0.735160977358491 -0.733752813698113 -0.0925855459433962 -0.144959355791509 -0.0714047456175472 -0.629032539535849 -0.688204714043396 0.0586188806845283 -0.6731749605 -0.687835738660377 0.199533745996226 -0.705600093773585 -0.7351299643 -0.017898221945283 -0.776646463773585 -0.788669042264151 0.0877528690916981 0.00348267241509434 0.0154323562075472 0.0189862026018868 0.0625733231886792 -0.499266053207547 0.102746283384717 -0.0667003816792453
"STANDING" 11 0.278432890851064 -0.0142714367925532 -0.0988991627446809 -0.377621611425532 -0.22364986286383 -0.413450975012766 0.669453409361702 -0.0423961874553191 0.189136579044681 -0.962369850212766 -0.954591429787234 -0.919712273191489 0.0554259549042553 -0.00101400235319149 -0.00195884377361702 -0.365804216148936 -0.292106082642553 -0.622240464893617 -0.0476612146085106 -0.0433214417829787 0.0779179009808511 -0.50969884407234 -0.476725393485106 -0.478772034723404 -0.070589894787234 -0.0505868235744681 -0.0631785820425532 -0.505088075297872 -0.673596447914894 -0.547881335734043 -0.299893703042553 -0.367232875340426 -0.299893703042553 -0.367232875340426 -0.401613548310638 -0.328316644319149 -0.363251039940426 -0.476587669382979 -0.611459755106383 -0.634955247021277 -0.379098596106383 -0.232354065538298 -0.476002153914894 -0.379586114510638 -0.270194492374468 -0.427921204165957 -0.323140799106383 0.0431415999659574 0.076421065112766 -0.390727761255319 -0.328016042042553 -0.584315405744681 -0.399024730297872 -0.301969438638298 -0.65923208 -0.159771267595745 -0.266320447404255 -0.188835772982979 -0.417249523593617 -0.519461830957447 -0.433603494240426 -0.542471080575957 -0.459333243255319 -0.54577340787234 -0.0904859527425532 -0.1810212342 -0.0572183369787234 -0.328711781234043 -0.489698777567872 0.0968722160702128 -0.339930462917021 -0.318951044805953 0.0858126903255319 -0.52223402893617 -0.536839747723404 0.0142789122723404 -0.643109194404255 -0.651239983829787 0.137484613512766 0.00271376072340425 0.0491961038723404 0.0536233114680851 -0.101557220125532 -0.550287045106383 0.102150230957447 -0.128448427585106
"WALKING" 11 0.284011538135593 -0.0206153330847458 -0.108994585315254 -0.755621342779661 -0.674394647232203 -0.692093863813559 0.658673434576271 0.0737344140381356 0.0863501658281356 -0.966634981694915 -0.959314386101695 -0.944401005254237 0.0801791808474576 0.0224198450983051 0.00244390211711864 -0.780441164745763 -0.768487517423729 -0.859968624152542 -0.0362053324486441 -0.0983771366440678 0.162331881991525 -0.815517472881356 -0.739643365188136 -0.788017282542373 -0.1021173859 -0.0207579946118644 -0.0575674291542373 -0.82767699459322 -0.841128865016949 -0.846526562711864 -0.698922920559322 -0.71681845359322 -0.698922920559322 -0.71681845359322 -0.788716752694915 -0.778460307169492 -0.70796856459322 -0.72408995179661 -0.840269152881356 -0.842897836610169 -0.765729922525424 -0.712329622033898 -0.772109297966102 -0.752546365949153 -0.677073322254237 -0.678382813294915 -0.176552534186441 0.0159511539830508 -0.0324646201050847 -0.792557842627119 -0.78077362440678 -0.848011943288136 -0.787536335084746 -0.770932803220339 -0.870587099322034 0.0120475694562203 -0.197757095762712 -0.137535226033898 -0.788222719152542 -0.773294371220339 -0.773978027288136 -0.825318000508475 -0.725174326150847 -0.81333282220339 -0.0799797747932203 -0.212355798912034 -0.0851040276774576 -0.724389665338983 -0.757321531745763 0.0760789032932203 -0.771633479759661 -0.789089032711864 0.130977645059322 -0.765045763559322 -0.745501990508475 -0.100471930288136 -0.842453348084746 -0.855109507118644 0.067972952949661 -0.0389130184661017 -0.0350070417779661 -0.0549434136208475 0.123488891554237 -0.498795433389831 -0.00793372920338983 -0.0438409800559322
